EN_YEAR,EN_QUARTER,EN_MONTH,TOTAL,EN_DLI_PROVINCE_TERRITORY,EN_ADMIN_TYPE,EN_DESIGNATED_LEARNING_INSTITUTION
2019,Q3,Sep,--,Ontario,Private Institution,Toronto International Business College
2023,Q2,Apr,--,Ontario,Private Institution,St Clair College at Ace Acumen Academy
2022,Q3,Sep,--,Ontario,Private Institution,Canadian Reformed Theological Seminary
2023,Q3,Jul,--,Ontario,Private Institution,Peak Healthcare Private College
2016,Q2,May,--,Ontario,Private Institution,Emmanuel Bible College
2025,Q3,Sep,--,Ontario,Private Institution,ILSC Toronto
2018,Q4,Oct,--,Ontario,Private Institution,Career College Group
2022,Q2,Apr,1070,Ontario,Public Institution,Canadore College of Applied Arts and Technology College Drive Campus North Bay ON
2021,Q4,Nov,205,Ontario,Public Institution,University of Waterloo
2024,Q3,Jul,130,Ontario,Public Institution,Toronto Metropolitan University
2017,Q4,Oct,135,Ontario,Public Institution,Western University
2019,Q1,Jan,150,Ontario,Public Institution,St Lawrence College
2021,Q1,Jan,440,Ontario,Public Institution,Centennial College
2018,Q1,Feb,5,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2024,Q1,Mar,--,Ontario,Private Institution,Futures Canadian College of Business Health and Technology
2015,Q4,Oct,--,Ontario,Private Institution,Université Saint-Paul St Paul University
2019,Q4,Dec,--,Ontario,Private Institution,Max the Mutt College of Animation Art and Design
2025,Q1,Jan,5,Ontario,Private Institution,Algonquin Careers Academy
2021,Q2,Jun,--,Ontario,Private Institution,CDI College of Business Technology and Healthcare
2017,Q4,Nov,--,Ontario,Private Institution,Canada College of Education
2016,Q4,Nov,--,Ontario,Private Institution,Canadian Technology College Incorporated
2015,Q4,Oct,--,Ontario,Private Institution,Brescia University College
2019,Q4,Nov,--,Ontario,Private Institution,Liaison College - Brampton
2021,Q2,Jun,--,Ontario,Private Institution,Academy of Learning Career and Business College - Brampton
2025,Q4,Oct,--,Ontario,Public Institution,Algonquin College at CDI College Business Technology and Healthcare
2021,Q1,Mar,--,Ontario,Private Institution,The Royal Conservatory of Music
2017,Q4,Oct,--,Ontario,Private Institution,Emmanuel College of Victoria University
2022,Q3,Sep,--,Ontario,Private Institution,Canadian International Career College
2019,Q3,Aug,725,Ontario,Public Institution,Fleming College
2019,Q1,Jan,80,Ontario,Public Institution,Northern College
2025,Q3,Aug,515,Ontario,Public Institution,Fanshawe College
2018,Q3,Sep,40,Ontario,Private Institution,Greystone College of Business and Technology Toronto Inc
2016,Q2,Jun,35,Ontario,Public Institution,Laurentian University
2018,Q4,Nov,120,Ontario,Public Institution,University of Windsor
2024,Q3,Sep,100,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2024,Q1,Jan,180,Ontario,Public Institution,Sheridan College at Canadian College of Technology and Trades
2020,Q2,May,25,Ontario,Public Institution,Loyalist College at Toronto Business College
2020,Q4,Oct,--,Ontario,Public Institution,Collège Boréal
2020,Q1,Feb,--,Ontario,Private Institution,The Culinary Arts School of Ontario Ltd oa Chef School
2019,Q1,Jan,10,Ontario,Private Institution,Huron University College
2016,Q2,May,--,Ontario,Private Institution,Toronto Institute of Pharmaceutical Technology
2018,Q4,Oct,--,Ontario,Public Institution,Université de Hearst
2015,Q2,Jun,225,Ontario,Public Institution,York University
2023,Q3,Aug,1800,Ontario,Public Institution,Niagara College Canada
2015,Q3,Jul,355,Ontario,Public Institution,The Sheridan College Institute of Technology and Advanced Learning
2017,Q4,Dec,435,Ontario,Public Institution,Northern College
2017,Q1,Mar,65,Ontario,Public Institution,Cambrian College of Applied Arts and Technology
2019,Q3,Aug,1790,Ontario,Public Institution,Lambton College
2024,Q2,May,830,Ontario,Public Institution,Conestoga College
2023,Q1,Jan,45,Ontario,Private Institution,Toronto Metropolitan University International College
2021,Q4,Nov,140,Ontario,Public Institution,Cambrian College of Applied Arts and Technology
2018,Q3,Jul,375,Ontario,Public Institution,Lambton College
2016,Q3,Sep,30,Ontario,Private Institution,King's University College at Western University
2021,Q4,Nov,140,Ontario,Public Institution,University of Windsor
2023,Q4,Dec,155,Ontario,Public Institution,Sault College
2024,Q3,Sep,1300,Ontario,Public Institution,University of Toronto
2022,Q1,Mar,195,Ontario,Public Institution,Niagara College Canada
2018,Q3,Aug,920,Ontario,Public Institution,George Brown College
2025,Q3,Jul,130,Ontario,Public Institution,McMaster University
2024,Q1,Jan,40,Ontario,Private Institution,Epic College of Technology Inc
2018,Q1,Mar,20,Ontario,Public Institution,Durham College of Applied Arts and Technology
2016,Q2,May,10,Ontario,Private Institution,Evergreen College
2015,Q4,Oct,--,Ontario,Private Institution,Art and Technique Academy of Hairstyling and Esthetics
2025,Q1,Feb,--,Ontario,Private Institution,Academy of Learning College - Toronto
2016,Q3,Sep,--,Ontario,Private Institution,Art and Technique Academy of Hairstyling and Esthetics
2019,Q2,Apr,5,Ontario,Private Institution,North American Business College of Sciences and Language
2018,Q4,Nov,--,Ontario,Private Institution,Quest Language Studies
2023,Q3,Aug,--,Ontario,Private Institution,Durham Flight Centre Inc
2017,Q2,Jun,--,Ontario,Private Institution,Université Saint-Paul St Paul University
2015,Q4,Oct,--,Ontario,Private Institution,Stanford International College of Business and Technology
2024,Q4,Oct,5,Ontario,Private Institution,Niagara University
2024,Q2,May,--,Ontario,Private Institution,Academy of Learning College-Lawrence
2019,Q3,Sep,5,Ontario,Private Institution,Tyndale University
2020,Q4,Dec,--,Ontario,Private Institution,Anderson College of Health Business and Technology
2019,Q1,Feb,--,Ontario,Private Institution,Sunview College Business Technology Healthcare
2023,Q3,Jul,--,Ontario,Private Institution,The Royal Conservatory of Music
2020,Q3,Jul,--,Ontario,Private Institution,Flair College of Management and Technology
2025,Q4,Dec,--,Ontario,Private Institution,JRS College of Business and Health Care Inc
2017,Q3,Jul,--,Ontario,Private Institution,St Augustine's Seminary of Toronto
2021,Q1,Mar,--,Ontario,Private Institution,CJ Health Care College
2024,Q1,Mar,--,Ontario,Private Institution,Toronto Airways Inc
2017,Q3,Aug,--,Ontario,Private Institution,Western Town College for ESL
2016,Q2,Jun,--,Ontario,Private Institution,LaSalle College School of Design
2019,Q3,Aug,--,Ontario,Private Institution,CLI College of Business Health and Technology
2017,Q1,Mar,160,Ontario,Public Institution,George Brown College
2022,Q3,Jul,185,Ontario,Public Institution,Toronto Metropolitan University
2019,Q1,Jan,380,Ontario,Public Institution,Fanshawe College
2023,Q3,Aug,20,Ontario,Private Institution,Niagara University
2018,Q2,May,10,Ontario,Public Institution,Collège Boréal
2021,Q4,Nov,90,Ontario,Public Institution,Carleton University
2022,Q2,Jun,75,Ontario,Public Institution,University of Guelph
2019,Q3,Aug,2155,Ontario,Public Institution,Seneca College of Applied Arts and Technology
2023,Q2,Jun,50,Ontario,Public Institution,Sault College
2022,Q3,Sep,60,Ontario,Public Institution,Sault College
2020,Q1,Feb,110,Ontario,Public Institution,The Sheridan College Institute of Technology and Advanced Learning
2023,Q4,Oct,45,Ontario,Private Institution,Beta College of Business and Technology
2019,Q3,Aug,90,Ontario,Public Institution,Laurentian University
2017,Q2,Jun,25,Ontario,Public Institution,Trent University
2019,Q2,May,5,Ontario,Private Institution,Tyndale University
2015,Q3,Sep,40,Ontario,Public Institution,Laurentian University
2023,Q3,Sep,--,Ontario,Private Institution,UMS Healthcare College
2021,Q3,Sep,--,Ontario,Private Institution,Ontario College of Business and Technology
2023,Q3,Sep,--,Ontario,Private Institution,York College of Applied Studies
2025,Q2,May,10,Ontario,Private Institution,St Clair College at Ace Acumen Academy
2016,Q1,Mar,--,Ontario,Private Institution,International Language Academy of Canada
2023,Q3,Aug,--,Ontario,Private Institution,A1-Global College of Health Business and Technology
2024,Q2,Jun,--,Ontario,Private Institution,Academy of Learning College-Lawrence
2018,Q3,Jul,--,Ontario,Private Institution,A1-Global College of Health Business and Technology
2016,Q3,Jul,--,Ontario,Private Institution,Language Studies International
2016,Q2,Jun,--,Ontario,Private Institution,College of Traditional Chinese Medicine and Pharmacology Canada
2017,Q3,Sep,--,Ontario,Private Institution,MLC College of Business Technology and Healthcare
2024,Q4,Nov,--,Ontario,Private Institution,Algonquin Careers Academy
2021,Q2,Apr,--,Ontario,Private Institution,Academy of Learning College - Kingston
2019,Q2,May,985,Ontario,Public Institution,University of Toronto
2019,Q3,Jul,465,Ontario,Public Institution,Humber College Institute of Technology and Advanced Learning Humber Lakeshore Campus
2025,Q4,Nov,10,Ontario,Private Institution,BITTS International Career College
2018,Q3,Aug,590,Ontario,Public Institution,Canadore College of Applied Arts and Technology College Drive Campus North Bay ON
2022,Q4,Dec,235,Ontario,Public Institution,Loyalist College of Applied Arts and Technology
2017,Q4,Dec,250,Ontario,Public Institution,Université d'Ottawa University of Ottawa
2021,Q3,Aug,950,Ontario,Public Institution,York University
2024,Q3,Sep,260,Ontario,Public Institution,Cambrian College of Applied Arts and Technology
2024,Q4,Oct,135,Ontario,Public Institution,Georgian College
2022,Q3,Aug,620,Ontario,Public Institution,Toronto Metropolitan University
2025,Q3,Aug,--,Ontario,Private Institution,Harris Institute for The Arts
2016,Q3,Sep,--,Ontario,Private Institution,International Academy of Massage Inc
2017,Q4,Oct,20,Ontario,Public Institution,La Cité collégiale
2019,Q4,Nov,25,Ontario,Private Institution,Toronto School of Management
2015,Q3,Sep,--,Ontario,Private Institution,King George International College
2016,Q1,Mar,10,Ontario,Private Institution,Toronto International Business College
2016,Q3,Aug,5,Ontario,Private Institution,King George International Business College
2021,Q4,Dec,10,Ontario,Private Institution,Huron University College
2020,Q4,Dec,--,Ontario,Private Institution,APLUS Institute
2017,Q3,Jul,--,Ontario,Private Institution,University of Trinity College
2025,Q3,Jul,--,Ontario,Private Institution,Epic College of Technology Inc
2023,Q4,Nov,5,Ontario,Private Institution,Université Saint-Paul St Paul University
2018,Q3,Sep,--,Ontario,Private Institution,CanNorth College of Health Business and Technology
2018,Q1,Jan,--,Ontario,Private Institution,Upper Madison College of Advanced Language Learning and Skill Development
2020,Q3,Jul,--,Ontario,Private Institution,Wycliffe College
2021,Q4,Oct,--,Ontario,Private Institution,Upper Madison College of Advanced Language Learning and Skill Development
2015,Q4,Dec,--,Ontario,Private Institution,Collège universitaire dominicain
2025,Q1,Feb,--,Ontario,Private Institution,St Augustine's Seminary of Toronto
2016,Q3,Sep,--,Ontario,Private Institution,Tamwood Careers and Tamwood Language Centres
2016,Q1,Jan,--,Ontario,Private Institution,Upper Madison College of Advanced Language Learning and Skill Development
2022,Q1,Mar,--,Ontario,Private Institution,Metro College of Technology
2016,Q2,May,--,Ontario,Private Institution,GEOS Languages Plus Ottawa
2021,Q4,Oct,--,Ontario,Private Institution,North American School of Information Technology Inc NASIT
2017,Q1,Feb,--,Ontario,Private Institution,Anderson College of Health Business and Technology
2023,Q2,Apr,--,Ontario,Private Institution,JRS College of Business and Health Care Inc
2021,Q1,Feb,140,Ontario,Public Institution,The Algonquin College of Applied Learning and Technology
2025,Q4,Nov,10,Ontario,Private Institution,Université Saint-Paul St Paul University
2023,Q2,Jun,385,Ontario,Public Institution,Université d'Ottawa University of Ottawa
2023,Q4,Dec,30,Ontario,Private Institution,Ontario School of Commerce and Technology
2016,Q4,Nov,10,Ontario,Private Institution,Canadian College for Higher Studies
2018,Q2,May,30,Ontario,Private Institution,Evergreen College
2020,Q1,Jan,50,Ontario,Public Institution,Algoma University
2023,Q1,Jan,10,Ontario,Private Institution,CanNorth College of Health Business and Technology
2022,Q3,Sep,20,Ontario,Private Institution,Tamwood Careers and Tamwood Language Centres
2016,Q3,Aug,--,Ontario,Private Institution,Renison University College
2016,Q2,Jun,45,Ontario,Public Institution,OCAD University
2015,Q3,Aug,5,Ontario,Private Institution,Canada Christian College
2024,Q2,Apr,--,Ontario,Private Institution,Central Health Institute Inc
2019,Q4,Nov,5,Ontario,Private Institution,CIMT College
2025,Q4,Dec,15,Ontario,Private Institution,triOS College
2017,Q1,Mar,5,Ontario,Private Institution,Anderson College
2015,Q4,Nov,--,Ontario,Private Institution,CMU College of Makeup Art and Design
2024,Q4,Dec,--,Ontario,Private Institution,Tyndale University
2022,Q2,Apr,5,Ontario,Private Institution,King's University College at Western University
2018,Q3,Jul,--,Ontario,Private Institution,The Culinary Arts School of Ontario Ltd oa Chef School
2020,Q2,May,5,Ontario,Private Institution,Université Saint-Paul St Paul University
2023,Q3,Aug,--,Ontario,Private Institution,The Culinary Arts School of Ontario Ltd oa Chef School
2022,Q2,Jun,--,Ontario,Private Institution,CLLC Inc
2021,Q2,May,--,Ontario,Private Institution,Wellsprings College of Massage Therapy z Esthetics
2023,Q4,Nov,--,Ontario,Private Institution,Sol Schools International
2019,Q3,Jul,--,Ontario,Private Institution,Dan Robert College of Health Care
2016,Q1,Feb,--,Ontario,Private Institution,Canadian Business College
2020,Q1,Jan,--,Ontario,Private Institution,Affirm College of Healthcare Culinary Arts Business and Technology
2021,Q2,Jun,--,Ontario,Private Institution,Sprott Shaw Language College Ontario Corp
2022,Q3,Jul,--,Ontario,Private Institution,Collège universitaire dominicain
2023,Q3,Jul,--,Ontario,Private Institution,Elite Royal International Career College
2018,Q1,Jan,20,Ontario,Private Institution,Central College of Business and Technology
2023,Q1,Mar,115,Ontario,Public Institution,Northern College
2025,Q1,Jan,5,Ontario,Private Institution,Greystone College of Business and Technology Toronto Inc
2024,Q2,May,100,Ontario,Public Institution,Lambton College
2024,Q2,May,60,Ontario,Public Institution,Laurentian University
2020,Q4,Nov,35,Ontario,Public Institution,Brock University
2025,Q2,Apr,145,Ontario,Private Institution,University of Niagara Falls Canada
2021,Q3,Sep,--,Ontario,Public Institution,Université de l'Ontario français
2021,Q2,Jun,10,Ontario,Public Institution,Sault College of Applied Arts and Technology at Trios College Business Technology Healthcare Inc
2022,Q1,Feb,20,Ontario,Private Institution,King's University College at Western University
2017,Q3,Jul,25,Ontario,Public Institution,Confederation College of Applied Arts and Technology
2022,Q2,Jun,--,Ontario,Private Institution,CITY COLLEGE OF BUSINESS HEALTH TECHNOLOGY
2022,Q3,Aug,10,Ontario,Private Institution,Max the Mutt College of Animation Art and Design
2023,Q1,Jan,--,Ontario,Private Institution,ILSC Toronto
2015,Q1,Jan,15,Ontario,Public Institution,Trent University
2021,Q2,May,5,Ontario,Private Institution,Toronto Metropolitan University International College
2015,Q2,May,--,Ontario,Private Institution,University of St Michael's college
2021,Q1,Mar,--,Ontario,Private Institution,Knox College
2023,Q2,Apr,--,Ontario,Private Institution,Le Cordon Bleu Ottawa Culinary Arts Institute
